negara,provinsi,tanggal,terkonfirmasi,meninggal,sembuh,aktif
Russia,Chelyabinsk Oblast,2021-01-06,36508,565,23400,12543
Russia,Chukotka Autonomous Okrug,2021-01-06,546,4,487,55
Russia,Chuvashia Republic,2021-01-06,16997,591,15321,1085
Russia,Dagestan Republic,2021-01-06,24413,1141,21075,2197
Russia,Ingushetia Republic,2021-01-06,12544,143,10573,1828
Russia,Irkutsk Oblast,2021-01-06,42112,1293,36897,3922
Russia,Ivanovo Oblast,2021-01-06,22372,555,17033,4784
Russia,Jewish Autonomous Okrug,2021-01-06,3842,74,3096,672
Russia,Kabardino-Balkarian Republic,2021-01-06,16424,271,14645,1508
Russia,Kaliningrad Oblast,2021-01-06,19077,189,17244,1644
Russia,Kalmykia Republic,2021-01-06,15350,202,12821,2327
Russia,Kaluga Oblast,2021-01-06,22057,186,20358,1513
Russia,Kamchatka Krai,2021-01-06,10551,82,9241,1228
Russia,Karachay-Cherkess Republic,2021-01-06,15645,42,14076,1527
Russia,Karelia Republic,2021-01-06,29526,174,23480,5872
Russia,Kemerovo Oblast,2021-01-06,26554,479,23667,2408
Russia,Khabarovsk Krai,2021-01-06,37070,204,32819,4047
Russia,Khakassia Republic,2021-01-06,18156,291,15216,2649
Russia,Khanty-Mansi Autonomous Okrug,2021-01-06,42617,567,38920,3130
Russia,Kirov Oblast,2021-01-06,27029,237,20657,6135
Russia,Komi Republic,2021-01-06,31833,594,29780,1459
Russia,Kostroma Oblast,2021-01-06,15449,243,11592,3614
Russia,Krasnodar Krai,2021-01-06,28850,1021,19387,8442
Russia,Krasnoyarsk Krai,2021-01-06,48433,1805,43400,3228
Russia,Kurgan Oblast,2021-01-06,12632,195,11076,1361
Russia,Kursk Oblast,2021-01-06,21841,315,19489,2037
Russia,Leningrad Oblast,2021-01-06,25146,279,22477,2390
Russia,Lipetsk Oblast,2021-01-06,17027,278,12668,4081
Russia,Magadan Oblast,2021-01-06,7221,65,6695,461
Russia,Mari El Republic,2021-01-06,9486,125,8359,1002
Russia,Mordovia Republic,2021-01-06,14010,98,11601,2311
Russia,Moscow,2021-01-06,838554,11652,666282,160620
Russia,Moscow Oblast,2021-01-06,163479,3006,120752,39721
Russia,Murmansk Oblast,2021-01-06,37600,673,33842,3085
Russia,Nenets Autonomous Okrug,2021-01-06,808,0,705,103
Russia,Nizhny Novgorod Oblast,2021-01-06,72654,1742,64931,5981
Russia,North Ossetia - Alania Republic,2021-01-06,12518,101,11105,1312
Russia,Novgorod Oblast,2021-01-06,19520,99,14234,5187
Russia,Novosibirsk Oblast,2021-01-06,28770,1015,25107,2648
Russia,Omsk Oblast,2021-01-06,31646,916,28646,2084
Russia,Orel Oblast,2021-01-06,22409,282,19992,2135
Russia,Orenburg Oblast,2021-01-06,29819,367,26216,3236
Russia,Penza Oblast,2021-01-06,27249,333,21875,5041
Russia,Perm Krai,2021-01-06,32503,1194,25685,5624
Russia,Primorsky Krai,2021-01-06,30686,400,22074,8212
Russia,Pskov Oblast,2021-01-06,24755,102,12943,11710
Russia,Rostov Oblast,2021-01-06,53994,2157,44308,7529
Russia,Ryazan Oblast,2021-01-06,18965,177,17273,1515
Russia,Saint Petersburg,2021-01-06,263997,8135,158499,97363
Russia,Sakha (Yakutiya) Republic,2021-01-06,27211,402,24720,2089
Russia,Sakhalin Oblast,2021-01-06,16599,17,13970,2612
Russia,Samara Oblast,2021-01-06,33188,660,30534,1994
Russia,Saratov Oblast,2021-01-06,36925,434,31507,4984
Russia,Smolensk Oblast,2021-01-06,18009,349,14090,3570
Russia,Stavropol Krai,2021-01-06,36543,770,32862,2911
Russia,Sverdlovsk Oblast,2021-01-06,60973,1614,53344,6015
Russia,Tambov Oblast,2021-01-06,18610,200,16312,2098
Russia,Tatarstan Republic,2021-01-06,13818,203,10841,2774
Russia,Tomsk Oblast,2021-01-06,25343,222,21262,3859
Russia,Tula Oblast,2021-01-06,24066,806,21186,2074
Russia,Tver Oblast,2021-01-06,23645,465,18697,4483
Russia,Tyumen Oblast,2021-01-06,24306,207,22847,1252
Russia,Tyva Republic,2021-01-06,14890,157,13713,1020
Russia,Udmurt Republic,2021-01-06,20940,407,17256,3277
Russia,Ulyanovsk Oblast,2021-01-06,37901,474,34575,2852
Russia,Vladimir Oblast,2021-01-06,19599,533,17356,1710
Russia,Volgograd Oblast,2021-01-06,36993,489,35087,1417
Russia,Vologda Oblast,2021-01-06,25329,455,20662,4212
Russia,Voronezh Oblast,2021-01-06,48540,1220,44462,2858
Russia,Yamalo-Nenets Autonomous Okrug,2021-01-06,33065,345,26163,6557
Russia,Yaroslavl Oblast,2021-01-06,23431,216,21985,1230
Russia,Zabaykalsky Krai,2021-01-06,28671,391,26686,1594
Russia,Adygea Republic,2021-01-07,11575,98,9561,1916
Russia,Altai Krai,2021-01-07,34365,943,31806,1616
Russia,Altai Republic,2021-01-07,14125,108,13238,779
Russia,Amur Oblast,2021-01-07,16782,105,14974,1703
Russia,Arkhangelsk Oblast,2021-01-07,45235,448,36465,8322
Russia,Astrakhan Oblast,2021-01-07,20216,413,13221,6582
Russia,Bashkortostan Republic,2021-01-07,20242,152,15335,4755
Russia,Belgorod Oblast,2021-01-07,23140,275,20695,2170
Russia,Bryansk Oblast,2021-01-07,24539,218,22112,2209
Russia,Buryatia Republic,2021-01-07,26815,606,24223,1986
Russia,Chechen Republic,2021-01-07,9397,96,5607,3694
Russia,Chelyabinsk Oblast,2021-01-07,36806,565,23456,12785
Russia,Chukotka Autonomous Okrug,2021-01-07,549,4,490,55
Russia,Chuvashia Republic,2021-01-07,17090,601,15406,1083
Russia,Dagestan Republic,2021-01-07,24569,1144,21236,2189
Russia,Ingushetia Republic,2021-01-07,12604,144,10643,1817
Russia,Irkutsk Oblast,2021-01-07,42377,1303,37045,4029
Russia,Ivanovo Oblast,2021-01-07,22552,562,17325,4665
Russia,Jewish Autonomous Okrug,2021-01-07,3855,74,3110,671
Russia,Kabardino-Balkarian Republic,2021-01-07,16522,274,14773,1475
Russia,Kaliningrad Oblast,2021-01-07,19271,193,17442,1636
Russia,Kalmykia Republic,2021-01-07,15444,208,12865,2371
Russia,Kaluga Oblast,2021-01-07,22218,186,20461,1571
Russia,Kamchatka Krai,2021-01-07,10625,82,9302,1241
Russia,Karachay-Cherkess Republic,2021-01-07,15728,43,14154,1531
Russia,Karelia Republic,2021-01-07,29762,176,23787,5799
Russia,Kemerovo Oblast,2021-01-07,26678,483,23820,2375
Russia,Khabarovsk Krai,2021-01-07,37382,204,32921,4257
Russia,Khakassia Republic,2021-01-07,18241,296,15299,2646
Russia,Khanty-Mansi Autonomous Okrug,2021-01-07,42789,571,39101,3117
Russia,Kirov Oblast,2021-01-07,27258,237,20900,6121
Russia,Komi Republic,2021-01-07,32055,601,30053,1401
Russia,Kostroma Oblast,2021-01-07,15533,244,11707,3582
Russia,Krasnodar Krai,2021-01-07,29035,1037,19547,8451
Russia,Krasnoyarsk Krai,2021-01-07,48750,1817,43700,3233
Russia,Kurgan Oblast,2021-01-07,12742,195,11167,1380
Russia,Kursk Oblast,2021-01-07,22014,317,19594,2103
Russia,Leningrad Oblast,2021-01-07,25361,280,22598,2483
Russia,Lipetsk Oblast,2021-01-07,17196,284,12862,4050
Russia,Magadan Oblast,2021-01-07,7248,65,6738,445
Russia,Mari El Republic,2021-01-07,9536,126,8380,1030
Russia,Mordovia Republic,2021-01-07,14096,99,11676,2321
Russia,Moscow,2021-01-07,843425,11728,673692,158005
Russia,Moscow Oblast,2021-01-07,164707,3029,122243,39435
Russia,Murmansk Oblast,2021-01-07,37840,679,33945,3216
Russia,Nenets Autonomous Okrug,2021-01-07,811,0,710,101
Russia,Nizhny Novgorod Oblast,2021-01-07,73057,1755,65378,5924
Russia,North Ossetia - Alania Republic,2021-01-07,12601,101,11186,1314
Russia,Novgorod Oblast,2021-01-07,19703,99,14391,5213
Russia,Novosibirsk Oblast,2021-01-07,28916,1024,25328,2564
Russia,Omsk Oblast,2021-01-07,31898,923,28848,2127
Russia,Orel Oblast,2021-01-07,22581,284,20111,2186
Russia,Orenburg Oblast,2021-01-07,29993,371,26391,3231
Russia,Penza Oblast,2021-01-07,27450,334,22033,5083
Russia,Perm Krai,2021-01-07,32796,1204,25884,5708
Russia,Primorsky Krai,2021-01-07,30918,405,22315,8198
Russia,Pskov Oblast,2021-01-07,25016,104,13070,11842
Russia,Rostov Oblast,2021-01-07,54387,2172,44807,7408
Russia,Ryazan Oblast,2021-01-07,19095,181,17391,1523
Russia,Saint Petersburg,2021-01-07,267002,8204,160335,98463
Russia,Sakha (Yakutiya) Republic,2021-01-07,27332,404,24839,2089
Russia,Sakhalin Oblast,2021-01-07,16743,17,14073,2653
Russia,Samara Oblast,2021-01-07,33475,668,30783,2024
Russia,Saratov Oblast,2021-01-07,37178,435,31755,4988
Russia,Smolensk Oblast,2021-01-07,18165,353,14152,3660
Russia,Stavropol Krai,2021-01-07,36786,777,33160,2849
Russia,Sverdlovsk Oblast,2021-01-07,61357,1631,53734,5992
Russia,Tambov Oblast,2021-01-07,18770,202,16402,2166
Russia,Tatarstan Republic,2021-01-07,13907,206,10860,2841
Russia,Tomsk Oblast,2021-01-07,25480,226,21473,3781
Russia,Tula Oblast,2021-01-07,24268,820,21382,2066
Russia,Tver Oblast,2021-01-07,23872,469,18916,4487
Russia,Tyumen Oblast,2021-01-07,24463,207,22995,1261
Russia,Tyva Republic,2021-01-07,14912,157,13732,1023
Russia,Udmurt Republic,2021-01-07,21141,411,17458,3272
Russia,Ulyanovsk Oblast,2021-01-07,38145,474,34786,2885
Russia,Vladimir Oblast,2021-01-07,19764,538,17454,1772
Russia,Volgograd Oblast,2021-01-07,37251,494,35355,1402
Russia,Vologda Oblast,2021-01-07,25636,460,20985,4191
Russia,Voronezh Oblast,2021-01-07,48934,1228,44597,3109
Russia,Yamalo-Nenets Autonomous Okrug,2021-01-07,33213,348,26398,6467
Russia,Yaroslavl Oblast,2021-01-07,23621,222,22176,1223
Russia,Zabaykalsky Krai,2021-01-07,28907,407,27055,1445
Russia,Adygea Republic,2021-01-08,11650,98,9628,1924
Russia,Altai Krai,2021-01-08,34565,953,31981,1631
Russia,Altai Republic,2021-01-08,14181,108,13259,814
Russia,Amur Oblast,2021-01-08,16907,105,15073,1729
Russia,Arkhangelsk Oblast,2021-01-08,45468,451,36605,8412
Russia,Astrakhan Oblast,2021-01-08,20383,417,13309,6657
Russia,Bashkortostan Republic,2021-01-08,20407,154,15351,4902
Russia,Belgorod Oblast,2021-01-08,23324,277,20775,2272
Russia,Bryansk Oblast,2021-01-08,24737,218,22243,2276
Russia,Buryatia Republic,2021-01-08,26963,612,24393,1958
Russia,Chechen Republic,2021-01-08,9485,96,5808,3581
Russia,Chelyabinsk Oblast,2021-01-08,37103,574,23488,13041
Russia,Chukotka Autonomous Okrug,2021-01-08,549,4,492,53
Russia,Chuvashia Republic,2021-01-08,17185,612,15528,1045
Russia,Dagestan Republic,2021-01-08,24728,1148,21380,2200
Russia,Ingushetia Republic,2021-01-08,12675,144,10793,1738
Russia,Irkutsk Oblast,2021-01-08,42645,1314,37202,4129
Russia,Ivanovo Oblast,2021-01-08,22734,569,17481,4684
Russia,Jewish Autonomous Okrug,2021-01-08,3869,74,3130,665
Russia,Kabardino-Balkarian Republic,2021-01-08,16620,277,14902,1441
Russia,Kaliningrad Oblast,2021-01-08,19468,193,17607,1668
Russia,Kalmykia Republic,2021-01-08,15534,208,13036,2290
Russia,Kaluga Oblast,2021-01-08,22376,186,20558,1632
Russia,Kamchatka Krai,2021-01-08,10701,82,9361,1258
Russia,Karachay-Cherkess Republic,2021-01-08,15812,43,14228,1541
Russia,Karelia Republic,2021-01-08,29983,179,24079,5725
Russia,Kemerovo Oblast,2021-01-08,26798,485,23935,2378
Russia,Khabarovsk Krai,2021-01-08,37685,204,32937,4544
Russia,Khakassia Republic,2021-01-08,18324,300,15379,2645
Russia,Khanty-Mansi Autonomous Okrug,2021-01-08,42963,573,39288,3102
Russia,Kirov Oblast,2021-01-08,27491,238,21128,6125
Russia,Komi Republic,2021-01-08,32280,602,30256,1422
Russia,Kostroma Oblast,2021-01-08,15636,245,11790,3601
Russia,Krasnodar Krai,2021-01-08,29219,1051,19699,8469
Russia,Krasnoyarsk Krai,2021-01-08,49068,1830,44100,3138
Russia,Kurgan Oblast,2021-01-08,12847,200,11260,1387
Russia,Kursk Oblast,2021-01-08,22189,319,19695,2175
Russia,Leningrad Oblast,2021-01-08,25578,287,22801,2490
Russia,Lipetsk Oblast,2021-01-08,17358,285,12876,4197
Russia,Magadan Oblast,2021-01-08,7278,65,6786,427
Russia,Mari El Republic,2021-01-08,9587,127,8403,1057
Russia,Mordovia Republic,2021-01-08,14181,101,11743,2337
Russia,Moscow,2021-01-08,848452,11799,680759,155894
Russia,Moscow Oblast,2021-01-08,165933,3050,123728,39155
Russia,Murmansk Oblast,2021-01-08,38081,682,34033,3366
Russia,Nenets Autonomous Okrug,2021-01-08,812,0,713,99
Russia,Nizhny Novgorod Oblast,2021-01-08,73524,1773,65883,5868
Russia,North Ossetia - Alania Republic,2021-01-08,12684,101,11264,1319
Russia,Novgorod Oblast,2021-01-08,19903,99,14414,5390
Russia,Novosibirsk Oblast,2021-01-08,29059,1031,25420,2608
Russia,Omsk Oblast,2021-01-08,32148,930,29042,2176
Russia,Orel Oblast,2021-01-08,22754,286,20229,2239
Russia,Orenburg Oblast,2021-01-08,30165,376,26555,3234
Russia,Penza Oblast,2021-01-08,27655,334,22180,5141
Russia,Perm Krai,2021-01-08,33086,1215,26193,5678
Russia,Primorsky Krai,2021-01-08,31148,410,22525,8213
Russia,Pskov Oblast,2021-01-08,25183,104,13126,11953
Russia,Rostov Oblast,2021-01-08,54781,2180,44995,7606
Russia,Ryazan Oblast,2021-01-08,19228,181,17500,1547
Russia,Saint Petersburg,2021-01-08,270019,8259,162091,99669
Russia,Sakha (Yakutiya) Republic,2021-01-08,27464,404,24951,2109
Russia,Sakhalin Oblast,2021-01-08,16880,17,14163,2700
Russia,Samara Oblast,2021-01-08,33760,678,31028,2054
Russia,Saratov Oblast,2021-01-08,37430,437,32038,4955
Russia,Smolensk Oblast,2021-01-08,18320,354,14190,3776
Russia,Stavropol Krai,2021-01-08,37027,784,33232,3011
Russia,Sverdlovsk Oblast,2021-01-08,61744,1649,54125,5970
Russia,Tambov Oblast,2021-01-08,18933,204,16535,2194
Russia,Tatarstan Republic,2021-01-08,13998,209,10883,2906
Russia,Tomsk Oblast,2021-01-08,25611,226,21674,3711
Russia,Tula Oblast,2021-01-08,24470,830,21572,2068
Russia,Tver Oblast,2021-01-08,24100,469,19141,4490
Russia,Tyumen Oblast,2021-01-08,24619,207,23147,1265
Russia,Tyva Republic,2021-01-08,14923,157,13756,1010
Russia,Udmurt Republic,2021-01-08,21343,414,17658,3271
Russia,Ulyanovsk Oblast,2021-01-08,38389,474,34995,2920
Russia,Vladimir Oblast,2021-01-08,19928,544,17560,1824
Russia,Volgograd Oblast,2021-01-08,37513,497,35606,1410
Russia,Vologda Oblast,2021-01-08,25939,465,21295,4179
Russia,Voronezh Oblast,2021-01-08,49323,1246,44733,3344
Russia,Yamalo-Nenets Autonomous Okrug,2021-01-08,33351,350,26619,6382
Russia,Yaroslavl Oblast,2021-01-08,23807,227,22352,1228
Russia,Zabaykalsky Krai,2021-01-08,29142,407,27280,1455
Russia,Adygea Republic,2021-01-09,11726,98,9691,1937
Russia,Altai Krai,2021-01-09,34764,961,32204,1599
Russia,Altai Republic,2021-01-09,14214,108,13282,824
Russia,Amur Oblast,2021-01-09,17025,105,15174,1746
Russia,Arkhangelsk Oblast,2021-01-09,45710,451,36791,8468
Russia,Astrakhan Oblast,2021-01-09,20552,421,13399,6732
Russia,Bashkortostan Republic,2021-01-09,20571,154,15406,5011
Russia,Belgorod Oblast,2021-01-09,23504,278,20918,2308
Russia,Bryansk Oblast,2021-01-09,24932,218,22375,2339
Russia,Buryatia Republic,2021-01-09,27110,617,24524,1969
Russia,Chechen Republic,2021-01-09,9565,96,5808,3661
Russia,Chelyabinsk Oblast,2021-01-09,37398,580,23759,13059
Russia,Chukotka Autonomous Okrug,2021-01-09,549,4,494,51
Russia,Chuvashia Republic,2021-01-09,17275,622,15616,1037
Russia,Dagestan Republic,2021-01-09,24886,1150,21535,2201
Russia,Ingushetia Republic,2021-01-09,12757,145,10934,1678
Russia,Irkutsk Oblast,2021-01-09,42908,1326,37394,4188
Russia,Ivanovo Oblast,2021-01-09,22914,578,17649,4687
Russia,Jewish Autonomous Okrug,2021-01-09,3883,75,3154,654
Russia,Kabardino-Balkarian Republic,2021-01-09,16718,279,15034,1405
Russia,Kaliningrad Oblast,2021-01-09,19658,194,17808,1656
Russia,Kalmykia Republic,2021-01-09,15622,211,13136,2275
Russia,Kaluga Oblast,2021-01-09,22531,189,20665,1677
Russia,Kamchatka Krai,2021-01-09,10776,82,9421,1273
Russia,Karachay-Cherkess Republic,2021-01-09,15894,43,14303,1548
Russia,Karelia Republic,2021-01-09,30192,181,24381,5630
Russia,Kemerovo Oblast,2021-01-09,26916,487,24116,2313
Russia,Khabarovsk Krai,2021-01-09,37983,204,33232,4547
Russia,Khakassia Republic,2021-01-09,18412,302,15460,2650
Russia,Khanty-Mansi Autonomous Okrug,2021-01-09,43156,576,39478,3102
Russia,Kirov Oblast,2021-01-09,27720,240,21359,6121
Russia,Komi Republic,2021-01-09,32500,609,30531,1360
Russia,Kostroma Oblast,2021-01-09,15712,246,11849,3617
Russia,Krasnodar Krai,2021-01-09,29407,1066,19858,8483
Russia,Krasnoyarsk Krai,2021-01-09,49385,1842,44500,3043
Russia,Kurgan Oblast,2021-01-09,12953,200,11356,1397
Russia,Kursk Oblast,2021-01-09,22363,319,19804,2240
Russia,Leningrad Oblast,2021-01-09,25796,296,22996,2504
Russia,Lipetsk Oblast,2021-01-09,17522,290,12980,4252
Russia,Magadan Oblast,2021-01-09,7304,66,6832,406
Russia,Mari El Republic,2021-01-09,9637,128,8427,1082
Russia,Mordovia Republic,2021-01-09,14265,101,11817,2347
Russia,Moscow,2021-01-09,853352,11873,688061,153418
Russia,Moscow Oblast,2021-01-09,167117,3073,125230,38814
Russia,Murmansk Oblast,2021-01-09,38319,685,34178,3456
Russia,Nenets Autonomous Okrug,2021-01-09,815,0,715,100
Russia,Nizhny Novgorod Oblast,2021-01-09,73967,1787,66341,5839
Russia,North Ossetia - Alania Republic,2021-01-09,12766,101,11340,1325
Russia,Novgorod Oblast,2021-01-09,20093,99,14521,5473
Russia,Novosibirsk Oblast,2021-01-09,29198,1040,25623,2535
Russia,Omsk Oblast,2021-01-09,32397,938,29244,2215
Russia,Orel Oblast,2021-01-09,22926,288,20354,2284
Russia,Orenburg Oblast,2021-01-09,30335,379,26723,3233
Russia,Penza Oblast,2021-01-09,27857,335,22333,5189
Russia,Perm Krai,2021-01-09,33374,1224,26514,5636
Russia,Primorsky Krai,2021-01-09,31384,414,22757,8213
Russia,Pskov Oblast,2021-01-09,25366,105,13342,11919
Russia,Rostov Oblast,2021-01-09,55176,2199,45342,7635
Russia,Ryazan Oblast,2021-01-09,19357,184,17617,1556
Russia,Saint Petersburg,2021-01-09,273025,8328,163732,100965
Russia,Sakha (Yakutiya) Republic,2021-01-09,27589,405,25067,2117
Russia,Sakhalin Oblast,2021-01-09,17015,17,14237,2761
Russia,Samara Oblast,2021-01-09,34043,690,31279,2074
Russia,Saratov Oblast,2021-01-09,37685,440,32264,4981
Russia,Smolensk Oblast,2021-01-09,18474,355,14236,3883
Russia,Stavropol Krai,2021-01-09,37266,791,33391,3084
Russia,Sverdlovsk Oblast,2021-01-09,62129,1665,54514,5950
Russia,Tambov Oblast,2021-01-09,19094,207,16719,2168
Russia,Tatarstan Republic,2021-01-09,14092,211,11003,2878
Russia,Tomsk Oblast,2021-01-09,25736,226,21889,3621
Russia,Tula Oblast,2021-01-09,24673,842,21771,2060
Russia,Tver Oblast,2021-01-09,24326,469,19376,4481
Russia,Tyumen Oblast,2021-01-09,24774,209,23296,1269
Russia,Tyva Republic,2021-01-09,14943,157,13773,1013
Russia,Udmurt Republic,2021-01-09,21542,416,17861,3265
Russia,Ulyanovsk Oblast,2021-01-09,38634,474,35210,2950
Russia,Vladimir Oblast,2021-01-09,20090,544,17671,1875
Russia,Volgograd Oblast,2021-01-09,37777,502,35873,1402
Russia,Vologda Oblast,2021-01-09,26245,469,21603,4173
Russia,Voronezh Oblast,2021-01-09,49715,1254,44882,3579
Russia,Yamalo-Nenets Autonomous Okrug,2021-01-09,33474,353,26846,6275
Russia,Yaroslavl Oblast,2021-01-09,23994,230,22539,1225
Russia,Zabaykalsky Krai,2021-01-09,29376,407,27619,1350
Russia,Adygea Republic,2021-01-10,11796,101,9765,1930
Russia,Altai Krai,2021-01-10,34962,968,32353,1641
Russia,Altai Republic,2021-01-10,14289,108,13300,881
Russia,Amur Oblast,2021-01-10,17148,105,15282,1761
Russia,Arkhangelsk Oblast,2021-01-10,45951,451,37028,8472
Russia,Astrakhan Oblast,2021-01-10,20724,425,13470,6829
Russia,Bashkortostan Republic,2021-01-10,20736,155,15480,5101
Russia,Belgorod Oblast,2021-01-10,23686,280,20993,2413
Russia,Bryansk Oblast,2021-01-10,25124,218,22640,2266
Russia,Buryatia Republic,2021-01-10,27255,620,24657,1978
Russia,Chechen Republic,2021-01-10,9644,97,6002,3545
Russia,Chelyabinsk Oblast,2021-01-10,37692,584,24038,13070
Russia,Chukotka Autonomous Okrug,2021-01-10,549,4,496,49
Russia,Chuvashia Republic,2021-01-10,17364,633,15694,1037
Russia,Dagestan Republic,2021-01-10,25047,1153,21699,2195
Russia,Ingushetia Republic,2021-01-10,12835,147,11060,1628
Russia,Irkutsk Oblast,2021-01-10,43169,1339,37640,4190
Russia,Ivanovo Oblast,2021-01-10,23093,586,17713,4794
Russia,Jewish Autonomous Okrug,2021-01-10,3895,77,3176,642
Russia,Kabardino-Balkarian Republic,2021-01-10,16815,281,15165,1369
Russia,Kaliningrad Oblast,2021-01-10,19852,194,17999,1659
Russia,Kalmykia Republic,2021-01-10,15705,211,13181,2313
Russia,Kaluga Oblast,2021-01-10,22690,191,20779,1720
Russia,Kamchatka Krai,2021-01-10,10852,82,9486,1284
Russia,Karachay-Cherkess Republic,2021-01-10,15977,43,14382,1552
Russia,Karelia Republic,2021-01-10,30473,183,24676,5614
Russia,Kemerovo Oblast,2021-01-10,27032,488,24221,2323
Russia,Khabarovsk Krai,2021-01-10,38280,204,33548,4528
Russia,Khakassia Republic,2021-01-10,18506,302,15536,2668
Russia,Khanty-Mansi Autonomous Okrug,2021-01-10,43314,579,39608,3127
Russia,Kirov Oblast,2021-01-10,27951,241,21601,6109
Russia,Komi Republic,2021-01-10,32728,616,30774,1338
Russia,Kostroma Oblast,2021-01-10,15778,246,11915,3617
Russia,Krasnodar Krai,2021-01-10,29597,1082,20034,8481
Russia,Krasnoyarsk Krai,2021-01-10,49703,1857,45000,2846
Russia,Kurgan Oblast,2021-01-10,13062,200,11429,1433
Russia,Kursk Oblast,2021-01-10,22539,319,19912,2308
Russia,Leningrad Oblast,2021-01-10,26012,300,23179,2533
Russia,Lipetsk Oblast,2021-01-10,17687,294,13056,4337
Russia,Magadan Oblast,2021-01-10,7328,66,6863,399
Russia,Mari El Republic,2021-01-10,9688,130,8453,1105
Russia,Mordovia Republic,2021-01-10,14349,101,11893,2355
Russia,Moscow,2021-01-10,857568,11950,695106,150512
Russia,Moscow Oblast,2021-01-10,168409,3093,126629,38687
Russia,Murmansk Oblast,2021-01-10,38555,688,34274,3593
Russia,Nenets Autonomous Okrug,2021-01-10,815,0,716,99
Russia,Nizhny Novgorod Oblast,2021-01-10,74439,1805,66794,5840
Russia,North Ossetia - Alania Republic,2021-01-10,12849,101,11414,1334
Russia,Novgorod Oblast,2021-01-10,20279,99,14769,5411
Russia,Novosibirsk Oblast,2021-01-10,29338,1047,25734,2557
Russia,Omsk Oblast,2021-01-10,32644,947,29452,2245
Russia,Orel Oblast,2021-01-10,23101,290,20472,2339
Russia,Orenburg Oblast,2021-01-10,30499,384,26896,3219
Russia,Penza Oblast,2021-01-10,28055,337,22470,5248
Russia,Perm Krai,2021-01-10,33664,1234,26886,5544
Russia,Primorsky Krai,2021-01-10,31618,418,22970,8230
Russia,Pskov Oblast,2021-01-10,25571,106,13605,11860
Russia,Rostov Oblast,2021-01-10,55565,2208,45653,7704
Russia,Ryazan Oblast,2021-01-10,19482,190,17731,1561
