negara,provinsi,tanggal,terkonfirmasi,meninggal,sembuh,aktif
Russia,Leningrad Oblast,2021-10-09,71405,2488,,
Russia,Lipetsk Oblast,2021-10-09,55269,1755,,
Russia,Magadan Oblast,2021-10-09,11198,261,,
Russia,Mari El Republic,2021-10-09,20279,620,,
Russia,Mordovia Republic,2021-10-09,28914,592,,
Russia,Moscow,2021-10-09,1674065,29595,,
Russia,Moscow Oblast,2021-10-09,463189,8280,,
Russia,Murmansk Oblast,2021-10-09,74060,2139,,
Russia,Nenets Autonomous Okrug,2021-10-09,2415,46,,
Russia,Nizhny Novgorod Oblast,2021-10-09,175106,6901,,
Russia,North Ossetia - Alania Republic,2021-10-09,23588,643,,
Russia,Novgorod Oblast,2021-10-09,45677,461,,
Russia,Novosibirsk Oblast,2021-10-09,65119,3100,,
Russia,Omsk Oblast,2021-10-09,87804,2268,,
Russia,Orel Oblast,2021-10-09,47643,1020,,
Russia,Orenburg Oblast,2021-10-09,80615,2121,,
Russia,Penza Oblast,2021-10-09,72934,2928,,
Russia,Perm Krai,2021-10-09,106221,5115,,
Russia,Primorsky Krai,2021-10-09,70855,1182,,
Russia,Pskov Oblast,2021-10-09,52005,823,,
Russia,Rostov Oblast,2021-10-09,143236,7067,,
Russia,Ryazan Oblast,2021-10-09,43628,1186,,
Russia,Saint Petersburg,2021-10-09,641870,22382,,
Russia,Sakha (Yakutiya) Republic,2021-10-09,56159,1274,,
Russia,Sakhalin Oblast,2021-10-09,33544,318,,
Russia,Samara Oblast,2021-10-09,110947,4094,,
Russia,Saratov Oblast,2021-10-09,91746,3271,,
Russia,Smolensk Oblast,2021-10-09,51937,1782,,
Russia,Stavropol Krai,2021-10-09,89073,3292,,
Russia,Sverdlovsk Oblast,2021-10-09,143763,6687,,
Russia,Tambov Oblast,2021-10-09,44643,955,,
Russia,Tatarstan Republic,2021-10-09,27734,784,,
Russia,Tomsk Oblast,2021-10-09,44522,573,,
Russia,Tula Oblast,2021-10-09,55875,3118,,
Russia,Tver Oblast,2021-10-09,69009,1692,,
Russia,Tyumen Oblast,2021-10-09,64011,2016,,
Russia,Tyva Republic,2021-10-09,27158,282,,
Russia,Udmurt Republic,2021-10-09,55672,2220,,
Russia,Ulyanovsk Oblast,2021-10-09,86105,2707,,
Russia,Vladimir Oblast,2021-10-09,56306,2029,,
Russia,Volgograd Oblast,2021-10-09,95344,2990,,
Russia,Vologda Oblast,2021-10-09,71167,1973,,
Russia,Voronezh Oblast,2021-10-09,138693,4539,,
Russia,Yamalo-Nenets Autonomous Okrug,2021-10-09,51404,704,,
Russia,Yaroslavl Oblast,2021-10-09,63442,1253,,
Russia,Zabaykalsky Krai,2021-10-09,70647,1209,,
Russia,Adygea Republic,2021-10-10,20153,463,,
Russia,Altai Krai,2021-10-10,80434,4397,,
Russia,Altai Republic,2021-10-10,21909,374,,
Russia,Amur Oblast,2021-10-10,36745,462,,
Russia,Arkhangelsk Oblast,2021-10-10,92477,1201,,
Russia,Astrakhan Oblast,2021-10-10,61242,1743,,
Russia,Bashkortostan Republic,2021-10-10,72269,1878,,
Russia,Belgorod Oblast,2021-10-10,56021,1213,,
Russia,Bryansk Oblast,2021-10-10,68128,1565,,
Russia,Buryatia Republic,2021-10-10,59914,1880,,
Russia,Chechen Republic,2021-10-10,23309,632,,
Russia,Chelyabinsk Oblast,2021-10-10,99962,3655,,
Russia,Chukotka Autonomous Okrug,2021-10-10,2006,18,,
Russia,Chuvashia Republic,2021-10-10,34910,2441,,
Russia,Dagestan Republic,2021-10-10,53039,2581,,
Russia,Ingushetia Republic,2021-10-10,22164,338,,
Russia,Irkutsk Oblast,2021-10-10,112889,4932,,
Russia,Ivanovo Oblast,2021-10-10,50836,1669,,
Russia,Jewish Autonomous Okrug,2021-10-10,8387,271,,
Russia,Kabardino-Balkarian Republic,2021-10-10,32742,828,,
Russia,Kaliningrad Oblast,2021-10-10,57534,802,,
Russia,Kalmykia Republic,2021-10-10,31049,622,,
Russia,Kaluga Oblast,2021-10-10,49531,753,,
Russia,Kamchatka Krai,2021-10-10,20129,381,,
Russia,Karachay-Cherkess Republic,2021-10-10,26024,664,,
Russia,Karelia Republic,2021-10-10,68101,904,,
Russia,Kemerovo Oblast,2021-10-10,58430,1350,,
Russia,Khabarovsk Krai,2021-10-10,86890,837,,
Russia,Khakassia Republic,2021-10-10,40151,1162,,
Russia,Khanty-Mansi Autonomous Okrug,2021-10-10,77101,1131,,
Russia,Kirov Oblast,2021-10-10,59096,550,,
Russia,Komi Republic,2021-10-10,72714,1827,,
Russia,Kostroma Oblast,2021-10-10,35038,821,,
Russia,Krasnodar Krai,2021-10-10,76141,6547,,
Russia,Krasnoyarsk Krai,2021-10-10,119900,6047,,
Russia,Kurgan Oblast,2021-10-10,34848,740,,
Russia,Kursk Oblast,2021-10-10,59953,1497,,
Russia,Leningrad Oblast,2021-10-10,71678,2490,,
Russia,Lipetsk Oblast,2021-10-10,55553,1766,,
Russia,Magadan Oblast,2021-10-10,11218,263,,
Russia,Mari El Republic,2021-10-10,20346,627,,
Russia,Mordovia Republic,2021-10-10,29020,597,,
Russia,Moscow,2021-10-10,1678675,29667,,
Russia,Moscow Oblast,2021-10-10,465215,8286,,
Russia,Murmansk Oblast,2021-10-10,74252,2147,,
Russia,Nenets Autonomous Okrug,2021-10-10,2430,46,,
Russia,Nizhny Novgorod Oblast,2021-10-10,175747,6936,,
Russia,North Ossetia - Alania Republic,2021-10-10,23660,648,,
Russia,Novgorod Oblast,2021-10-10,45858,461,,
Russia,Novosibirsk Oblast,2021-10-10,65299,3112,,
Russia,Omsk Oblast,2021-10-10,88189,2280,,
Russia,Orel Oblast,2021-10-10,47836,1021,,
Russia,Orenburg Oblast,2021-10-10,80987,2140,,
Russia,Penza Oblast,2021-10-10,73214,2954,,
Russia,Perm Krai,2021-10-10,106774,5145,,
Russia,Primorsky Krai,2021-10-10,71074,1185,,
Russia,Pskov Oblast,2021-10-10,52230,828,,
Russia,Rostov Oblast,2021-10-10,143765,7094,,
Russia,Ryazan Oblast,2021-10-10,43788,1196,,
Russia,Saint Petersburg,2021-10-10,644692,22446,,
Russia,Sakha (Yakutiya) Republic,2021-10-10,56398,1284,,
Russia,Sakhalin Oblast,2021-10-10,33580,318,,
Russia,Samara Oblast,2021-10-10,111634,4112,,
Russia,Saratov Oblast,2021-10-10,92104,3297,,
Russia,Smolensk Oblast,2021-10-10,52196,1788,,
Russia,Stavropol Krai,2021-10-10,89440,3323,,
Russia,Sverdlovsk Oblast,2021-10-10,144321,6731,,
Russia,Tambov Oblast,2021-10-10,44792,960,,
Russia,Tatarstan Republic,2021-10-10,27836,788,,
Russia,Tomsk Oblast,2021-10-10,44618,573,,
Russia,Tula Oblast,2021-10-10,56027,3133,,
Russia,Tver Oblast,2021-10-10,69295,1700,,
Russia,Tyumen Oblast,2021-10-10,64278,2021,,
Russia,Tyva Republic,2021-10-10,27221,282,,
Russia,Udmurt Republic,2021-10-10,55980,2254,,
Russia,Ulyanovsk Oblast,2021-10-10,86457,2719,,
Russia,Vladimir Oblast,2021-10-10,56562,2041,,
Russia,Volgograd Oblast,2021-10-10,95713,3014,,
Russia,Vologda Oblast,2021-10-10,71453,1985,,
Russia,Voronezh Oblast,2021-10-10,139323,4562,,
Russia,Yamalo-Nenets Autonomous Okrug,2021-10-10,51514,706,,
Russia,Yaroslavl Oblast,2021-10-10,63665,1258,,
Russia,Zabaykalsky Krai,2021-10-10,70850,1216,,
Russia,Adygea Republic,2021-10-11,20208,467,,
Russia,Altai Krai,2021-10-11,80739,4419,,
Russia,Altai Republic,2021-10-11,21946,374,,
Russia,Amur Oblast,2021-10-11,36872,464,,
Russia,Arkhangelsk Oblast,2021-10-11,92805,1201,,
Russia,Astrakhan Oblast,2021-10-11,61449,1751,,
Russia,Bashkortostan Republic,2021-10-11,72879,1913,,
Russia,Belgorod Oblast,2021-10-11,56264,1218,,
Russia,Bryansk Oblast,2021-10-11,68427,1577,,
Russia,Buryatia Republic,2021-10-11,60030,1886,,
Russia,Chechen Republic,2021-10-11,23382,635,,
Russia,Chelyabinsk Oblast,2021-10-11,100364,3682,,
Russia,Chukotka Autonomous Okrug,2021-10-11,2022,18,,
Russia,Chuvashia Republic,2021-10-11,35009,2452,,
Russia,Dagestan Republic,2021-10-11,53158,2586,,
Russia,Ingushetia Republic,2021-10-11,22230,341,,
Russia,Irkutsk Oblast,2021-10-11,113285,4944,,
Russia,Ivanovo Oblast,2021-10-11,51039,1676,,
Russia,Jewish Autonomous Okrug,2021-10-11,8425,274,,
Russia,Kabardino-Balkarian Republic,2021-10-11,32835,833,,
Russia,Kaliningrad Oblast,2021-10-11,57821,802,,
Russia,Kalmykia Republic,2021-10-11,31106,625,,
Russia,Kaluga Oblast,2021-10-11,49675,758,,
Russia,Kamchatka Krai,2021-10-11,20170,385,,
Russia,Karachay-Cherkess Republic,2021-10-11,26083,667,,
Russia,Karelia Republic,2021-10-11,68352,907,,
Russia,Kemerovo Oblast,2021-10-11,58606,1356,,
Russia,Khabarovsk Krai,2021-10-11,87189,841,,
Russia,Khakassia Republic,2021-10-11,40288,1168,,
Russia,Khanty-Mansi Autonomous Okrug,2021-10-11,77310,1138,,
Russia,Kirov Oblast,2021-10-11,59267,552,,
Russia,Komi Republic,2021-10-11,72975,1836,,
Russia,Kostroma Oblast,2021-10-11,35184,823,,
Russia,Krasnodar Krai,2021-10-11,76373,6583,,
Russia,Krasnoyarsk Krai,2021-10-11,120306,6071,,
Russia,Kurgan Oblast,2021-10-11,35013,744,,
Russia,Kursk Oblast,2021-10-11,60197,1502,,
Russia,Leningrad Oblast,2021-10-11,71953,2493,,
Russia,Lipetsk Oblast,2021-10-11,55835,1777,,
Russia,Magadan Oblast,2021-10-11,11238,264,,
Russia,Mari El Republic,2021-10-11,20414,629,,
Russia,Mordovia Republic,2021-10-11,29128,602,,
Russia,Moscow,2021-10-11,1683677,29738,,
Russia,Moscow Oblast,2021-10-11,467399,8296,,
Russia,Murmansk Oblast,2021-10-11,74441,2156,,
Russia,Nenets Autonomous Okrug,2021-10-11,2444,48,,
Russia,Nizhny Novgorod Oblast,2021-10-11,176405,6972,,
Russia,North Ossetia - Alania Republic,2021-10-11,23734,652,,
Russia,Novgorod Oblast,2021-10-11,46047,463,,
Russia,Novosibirsk Oblast,2021-10-11,65473,3127,,
Russia,Omsk Oblast,2021-10-11,88571,2286,,
Russia,Orel Oblast,2021-10-11,48030,1023,,
Russia,Orenburg Oblast,2021-10-11,81363,2161,,
Russia,Penza Oblast,2021-10-11,73498,2978,,
Russia,Perm Krai,2021-10-11,107323,5173,,
Russia,Primorsky Krai,2021-10-11,71290,1187,,
Russia,Pskov Oblast,2021-10-11,52459,832,,
Russia,Rostov Oblast,2021-10-11,144305,7121,,
Russia,Ryazan Oblast,2021-10-11,43952,1206,,
Russia,Saint Petersburg,2021-10-11,647623,22509,,
Russia,Sakha (Yakutiya) Republic,2021-10-11,56632,1297,,
Russia,Sakhalin Oblast,2021-10-11,33610,318,,
Russia,Samara Oblast,2021-10-11,112339,4132,,
Russia,Saratov Oblast,2021-10-11,92467,3332,,
Russia,Smolensk Oblast,2021-10-11,52475,1795,,
Russia,Stavropol Krai,2021-10-11,89805,3356,,
Russia,Sverdlovsk Oblast,2021-10-11,144886,6773,,
Russia,Tambov Oblast,2021-10-11,44938,966,,
Russia,Tatarstan Republic,2021-10-11,27936,796,,
Russia,Tomsk Oblast,2021-10-11,44715,573,,
Russia,Tula Oblast,2021-10-11,56181,3147,,
Russia,Tver Oblast,2021-10-11,69587,1704,,
Russia,Tyumen Oblast,2021-10-11,64547,2031,,
Russia,Tyva Republic,2021-10-11,27278,282,,
Russia,Udmurt Republic,2021-10-11,56290,2284,,
Russia,Ulyanovsk Oblast,2021-10-11,86809,2734,,
Russia,Vladimir Oblast,2021-10-11,56822,2048,,
Russia,Volgograd Oblast,2021-10-11,96084,3035,,
Russia,Vologda Oblast,2021-10-11,71734,1995,,
Russia,Voronezh Oblast,2021-10-11,139956,4572,,
Russia,Yamalo-Nenets Autonomous Okrug,2021-10-11,51626,707,,
Russia,Yaroslavl Oblast,2021-10-11,63886,1264,,
Russia,Zabaykalsky Krai,2021-10-11,71071,1219,,
Russia,Adygea Republic,2021-10-12,20262,472,,
Russia,Altai Krai,2021-10-12,81045,4449,,
Russia,Altai Republic,2021-10-12,21981,376,,
Russia,Amur Oblast,2021-10-12,37001,464,,
Russia,Arkhangelsk Oblast,2021-10-12,93130,1201,,
Russia,Astrakhan Oblast,2021-10-12,61668,1762,,
Russia,Bashkortostan Republic,2021-10-12,73512,1947,,
Russia,Belgorod Oblast,2021-10-12,56515,1224,,
Russia,Bryansk Oblast,2021-10-12,68730,1589,,
Russia,Buryatia Republic,2021-10-12,60147,1894,,
Russia,Chechen Republic,2021-10-12,23452,641,,
Russia,Chelyabinsk Oblast,2021-10-12,100768,3708,,
Russia,Chukotka Autonomous Okrug,2021-10-12,2039,18,,
Russia,Chuvashia Republic,2021-10-12,35114,2465,,
Russia,Dagestan Republic,2021-10-12,53279,2595,,
Russia,Ingushetia Republic,2021-10-12,22294,344,,
Russia,Irkutsk Oblast,2021-10-12,113677,4957,,
Russia,Ivanovo Oblast,2021-10-12,51239,1681,,
Russia,Jewish Autonomous Okrug,2021-10-12,8464,274,,
Russia,Kabardino-Balkarian Republic,2021-10-12,32930,835,,
Russia,Kaliningrad Oblast,2021-10-12,58106,802,,
Russia,Kalmykia Republic,2021-10-12,31162,627,,
Russia,Kaluga Oblast,2021-10-12,49821,762,,
Russia,Kamchatka Krai,2021-10-12,20210,387,,
Russia,Karachay-Cherkess Republic,2021-10-12,26143,674,,
Russia,Karelia Republic,2021-10-12,68600,911,,
Russia,Kemerovo Oblast,2021-10-12,58785,1363,,
Russia,Khabarovsk Krai,2021-10-12,87490,842,,
Russia,Khakassia Republic,2021-10-12,40429,1177,,
Russia,Khanty-Mansi Autonomous Okrug,2021-10-12,77525,1147,,
Russia,Kirov Oblast,2021-10-12,59435,553,,
Russia,Komi Republic,2021-10-12,73235,1846,,
Russia,Kostroma Oblast,2021-10-12,35333,828,,
Russia,Krasnodar Krai,2021-10-12,76608,6620,,
Russia,Krasnoyarsk Krai,2021-10-12,120725,6094,,
Russia,Kurgan Oblast,2021-10-12,35177,744,,
Russia,Kursk Oblast,2021-10-12,60446,1506,,
Russia,Leningrad Oblast,2021-10-12,72234,2495,,
Russia,Lipetsk Oblast,2021-10-12,56126,1790,,
Russia,Magadan Oblast,2021-10-12,11257,265,,
Russia,Mari El Republic,2021-10-12,20481,630,,
Russia,Mordovia Republic,2021-10-12,29236,606,,
Russia,Moscow,2021-10-12,1688376,29808,,
Russia,Moscow Oblast,2021-10-12,469203,8301,,
Russia,Murmansk Oblast,2021-10-12,74622,2163,,
Russia,Nenets Autonomous Okrug,2021-10-12,2458,48,,
Russia,Nizhny Novgorod Oblast,2021-10-12,177060,7005,,
Russia,North Ossetia - Alania Republic,2021-10-12,23809,658,,
Russia,Novgorod Oblast,2021-10-12,46238,463,,
Russia,Novosibirsk Oblast,2021-10-12,65651,3140,,
Russia,Omsk Oblast,2021-10-12,88955,2300,,
Russia,Orel Oblast,2021-10-12,48232,1023,,
Russia,Orenburg Oblast,2021-10-12,81741,2182,,
Russia,Penza Oblast,2021-10-12,73793,3007,,
Russia,Perm Krai,2021-10-12,107875,5203,,
Russia,Primorsky Krai,2021-10-12,71509,1190,,
Russia,Pskov Oblast,2021-10-12,52691,832,,
Russia,Rostov Oblast,2021-10-12,144839,7151,,
Russia,Ryazan Oblast,2021-10-12,44113,1216,,
Russia,Saint Petersburg,2021-10-12,649781,22571,,
Russia,Sakha (Yakutiya) Republic,2021-10-12,56877,1302,,
Russia,Sakhalin Oblast,2021-10-12,33649,321,,
Russia,Samara Oblast,2021-10-12,113065,4157,,
Russia,Saratov Oblast,2021-10-12,92836,3364,,
Russia,Smolensk Oblast,2021-10-12,52760,1803,,
Russia,Stavropol Krai,2021-10-12,90173,3388,,
Russia,Sverdlovsk Oblast,2021-10-12,145450,6817,,
Russia,Tambov Oblast,2021-10-12,45086,971,,
Russia,Tatarstan Republic,2021-10-12,28035,805,,
Russia,Tomsk Oblast,2021-10-12,44823,576,,
Russia,Tula Oblast,2021-10-12,56335,3161,,
Russia,Tver Oblast,2021-10-12,69880,1707,,
Russia,Tyumen Oblast,2021-10-12,64820,2049,,
Russia,Tyva Republic,2021-10-12,27333,282,,
Russia,Udmurt Republic,2021-10-12,56605,2293,,
Russia,Ulyanovsk Oblast,2021-10-12,87164,2748,,
Russia,Vladimir Oblast,2021-10-12,57087,2057,,
Russia,Volgograd Oblast,2021-10-12,96457,3057,,
Russia,Vologda Oblast,2021-10-12,72022,2007,,
Russia,Voronezh Oblast,2021-10-12,140605,4584,,
Russia,Yamalo-Nenets Autonomous Okrug,2021-10-12,51740,708,,
Russia,Yaroslavl Oblast,2021-10-12,64110,1267,,
Russia,Zabaykalsky Krai,2021-10-12,71304,1226,,
Russia,Adygea Republic,2021-10-13,20318,476,,
Russia,Altai Krai,2021-10-13,81360,4475,,
Russia,Altai Republic,2021-10-13,22017,377,,
Russia,Amur Oblast,2021-10-13,37132,465,,
Russia,Arkhangelsk Oblast,2021-10-13,93462,1211,,
Russia,Astrakhan Oblast,2021-10-13,61888,1773,,
Russia,Bashkortostan Republic,2021-10-13,74174,1982,,
Russia,Belgorod Oblast,2021-10-13,56774,1227,,
Russia,Bryansk Oblast,2021-10-13,69040,1601,,
Russia,Buryatia Republic,2021-10-13,60261,1898,,
Russia,Chechen Republic,2021-10-13,23527,643,,
Russia,Chelyabinsk Oblast,2021-10-13,101173,3734,,
Russia,Chukotka Autonomous Okrug,2021-10-13,2059,18,,
Russia,Chuvashia Republic,2021-10-13,35227,2477,,
Russia,Dagestan Republic,2021-10-13,53402,2606,,
Russia,Ingushetia Republic,2021-10-13,22363,346,,
Russia,Irkutsk Oblast,2021-10-13,114072,4969,,
Russia,Ivanovo Oblast,2021-10-13,51448,1689,,
Russia,Jewish Autonomous Okrug,2021-10-13,8502,274,,
Russia,Kabardino-Balkarian Republic,2021-10-13,33026,838,,
Russia,Kaliningrad Oblast,2021-10-13,58396,803,,
Russia,Kalmykia Republic,2021-10-13,31219,630,,
Russia,Kaluga Oblast,2021-10-13,49971,767,,
Russia,Kamchatka Krai,2021-10-13,20251,390,,
Russia,Karachay-Cherkess Republic,2021-10-13,26204,681,,
Russia,Karelia Republic,2021-10-13,68872,912,,
Russia,Kemerovo Oblast,2021-10-13,58956,1368,,
Russia,Khabarovsk Krai,2021-10-13,87794,844,,
Russia,Khakassia Republic,2021-10-13,40575,1187,,
Russia,Khanty-Mansi Autonomous Okrug,2021-10-13,77743,1159,,
Russia,Kirov Oblast,2021-10-13,59604,555,,
Russia,Komi Republic,2021-10-13,73500,1857,,
Russia,Kostroma Oblast,2021-10-13,35483,833,,
Russia,Krasnodar Krai,2021-10-13,76846,6658,,
Russia,Krasnoyarsk Krai,2021-10-13,121161,6118,,
Russia,Kurgan Oblast,2021-10-13,35342,746,,
Russia,Kursk Oblast,2021-10-13,60702,1512,,
Russia,Leningrad Oblast,2021-10-13,72521,2499,,
Russia,Lipetsk Oblast,2021-10-13,56416,1803,,
Russia,Magadan Oblast,2021-10-13,11277,266,,
Russia,Mari El Republic,2021-10-13,20549,633,,
Russia,Mordovia Republic,2021-10-13,29343,611,,
Russia,Moscow,2021-10-13,1692786,29880,,
Russia,Moscow Oblast,2021-10-13,471101,8311,,
Russia,Murmansk Oblast,2021-10-13,74821,2171,,
Russia,Nenets Autonomous Okrug,2021-10-13,2474,49,,
Russia,Nizhny Novgorod Oblast,2021-10-13,177728,7042,,
Russia,North Ossetia - Alania Republic,2021-10-13,23886,660,,
Russia,Novgorod Oblast,2021-10-13,46430,463,,
Russia,Novosibirsk Oblast,2021-10-13,65842,3149,,
Russia,Omsk Oblast,2021-10-13,89342,2304,,
Russia,Orel Oblast,2021-10-13,48441,1023,,
Russia,Orenburg Oblast,2021-10-13,82124,2201,,
Russia,Penza Oblast,2021-10-13,74096,3036,,
Russia,Perm Krai,2021-10-13,108436,5234,,
Russia,Primorsky Krai,2021-10-13,71730,1196,,
Russia,Pskov Oblast,2021-10-13,52926,832,,
Russia,Rostov Oblast,2021-10-13,145380,7177,,
Russia,Ryazan Oblast,2021-10-13,44275,1225,,
Russia,Saint Petersburg,2021-10-13,652251,22636,,
Russia,Sakha (Yakutiya) Republic,2021-10-13,57140,1309,,
Russia,Sakhalin Oblast,2021-10-13,33707,324,,
Russia,Samara Oblast,2021-10-13,113800,4186,,
Russia,Saratov Oblast,2021-10-13,93210,3393,,
Russia,Smolensk Oblast,2021-10-13,53061,1812,,
Russia,Stavropol Krai,2021-10-13,90546,3424,,
Russia,Sverdlovsk Oblast,2021-10-13,146002,6856,,
Russia,Tambov Oblast,2021-10-13,45237,978,,
Russia,Tatarstan Republic,2021-10-13,28136,815,,
Russia,Tomsk Oblast,2021-10-13,44942,576,,
Russia,Tula Oblast,2021-10-13,56496,3171,,
Russia,Tver Oblast,2021-10-13,70177,1715,,
Russia,Tyumen Oblast,2021-10-13,65096,2066,,
Russia,Tyva Republic,2021-10-13,27391,282,,
Russia,Udmurt Republic,2021-10-13,56925,2306,,
Russia,Ulyanovsk Oblast,2021-10-13,87521,2760,,
Russia,Vladimir Oblast,2021-10-13,57356,2063,,
Russia,Volgograd Oblast,2021-10-13,96833,3077,,
Russia,Vologda Oblast,2021-10-13,72317,2020,,
Russia,Voronezh Oblast,2021-10-13,141252,4595,,
Russia,Yamalo-Nenets Autonomous Okrug,2021-10-13,51855,708,,
Russia,Yaroslavl Oblast,2021-10-13,64340,1272,,
Russia,Zabaykalsky Krai,2021-10-13,71540,1230,,
Russia,Adygea Republic,2021-10-14,20375,482,,
Russia,Altai Krai,2021-10-14,81683,4501,,
Russia,Altai Republic,2021-10-14,22061,379,,
Russia,Amur Oblast,2021-10-14,37262,465,,
Russia,Arkhangelsk Oblast,2021-10-14,93796,1214,,
Russia,Astrakhan Oblast,2021-10-14,62115,1785,,
Russia,Bashkortostan Republic,2021-10-14,74826,2018,,
Russia,Belgorod Oblast,2021-10-14,57045,1229,,
Russia,Bryansk Oblast,2021-10-14,69355,1614,,
Russia,Buryatia Republic,2021-10-14,60379,1904,,
Russia,Chechen Republic,2021-10-14,23603,648,,
Russia,Chelyabinsk Oblast,2021-10-14,101580,3760,,
Russia,Chukotka Autonomous Okrug,2021-10-14,2076,18,,
Russia,Chuvashia Republic,2021-10-14,35342,2487,,
Russia,Dagestan Republic,2021-10-14,53526,2618,,
Russia,Ingushetia Republic,2021-10-14,22429,347,,
Russia,Irkutsk Oblast,2021-10-14,114470,4983,,
Russia,Ivanovo Oblast,2021-10-14,51653,1696,,
Russia,Jewish Autonomous Okrug,2021-10-14,8541,274,,
Russia,Kabardino-Balkarian Republic,2021-10-14,33124,840,,
Russia,Kaliningrad Oblast,2021-10-14,58694,805,,
Russia,Kalmykia Republic,2021-10-14,31277,632,,
Russia,Kaluga Oblast,2021-10-14,50128,772,,
Russia,Kamchatka Krai,2021-10-14,20291,391,,
Russia,Karachay-Cherkess Republic,2021-10-14,26266,685,,
Russia,Karelia Republic,2021-10-14,69142,918,,
Russia,Kemerovo Oblast,2021-10-14,59129,1374,,
Russia,Khabarovsk Krai,2021-10-14,88109,846,,
Russia,Khakassia Republic,2021-10-14,40725,1194,,
Russia,Khanty-Mansi Autonomous Okrug,2021-10-14,77964,1168,,
Russia,Kirov Oblast,2021-10-14,59785,557,,
Russia,Komi Republic,2021-10-14,73767,1872,,
Russia,Kostroma Oblast,2021-10-14,35636,834,,
Russia,Krasnodar Krai,2021-10-14,77087,6697,,
Russia,Krasnoyarsk Krai,2021-10-14,121616,6141,,
Russia,Kurgan Oblast,2021-10-14,35511,747,,
Russia,Kursk Oblast,2021-10-14,60965,1516,,
Russia,Leningrad Oblast,2021-10-14,72811,2500,,
Russia,Lipetsk Oblast,2021-10-14,56718,1817,,
Russia,Magadan Oblast,2021-10-14,11300,268,,
Russia,Mari El Republic,2021-10-14,20623,633,,
Russia,Mordovia Republic,2021-10-14,29453,615,,
Russia,Moscow,2021-10-14,1699498,29952,,
Russia,Moscow Oblast,2021-10-14,473012,8322,,
Russia,Murmansk Oblast,2021-10-14,75028,2179,,
Russia,Nenets Autonomous Okrug,2021-10-14,2488,49,,
Russia,Nizhny Novgorod Oblast,2021-10-14,178410,7079,,
Russia,North Ossetia - Alania Republic,2021-10-14,23967,660,,
Russia,Novgorod Oblast,2021-10-14,46618,463,,
Russia,Novosibirsk Oblast,2021-10-14,66050,3162,,
Russia,Omsk Oblast,2021-10-14,89731,2310,,
Russia,Orel Oblast,2021-10-14,48653,1023,,
Russia,Orenburg Oblast,2021-10-14,82511,2224,,
Russia,Penza Oblast,2021-10-14,74401,3066,,
Russia,Perm Krai,2021-10-14,109005,5266,,
Russia,Primorsky Krai,2021-10-14,71953,1200,,
Russia,Pskov Oblast,2021-10-14,53163,835,,
Russia,Rostov Oblast,2021-10-14,145932,7209,,
Russia,Ryazan Oblast,2021-10-14,44443,1235,,
Russia,Saint Petersburg,2021-10-14,654596,22703,,
Russia,Sakha (Yakutiya) Republic,2021-10-14,57412,1316,,
Russia,Sakhalin Oblast,2021-10-14,33782,327,,
Russia,Samara Oblast,2021-10-14,114554,4216,,
Russia,Saratov Oblast,2021-10-14,93588,3415,,
Russia,Smolensk Oblast,2021-10-14,53383,1820,,
Russia,Stavropol Krai,2021-10-14,90923,3457,,
Russia,Sverdlovsk Oblast,2021-10-14,146564,6897,,
Russia,Tambov Oblast,2021-10-14,45391,983,,
Russia,Tatarstan Republic,2021-10-14,28239,823,,
Russia,Tomsk Oblast,2021-10-14,45063,576,,
Russia,Tula Oblast,2021-10-14,56655,3183,,
Russia,Tver Oblast,2021-10-14,70481,1723,,
Russia,Tyumen Oblast,2021-10-14,65376,2077,,
Russia,Tyva Republic,2021-10-14,27452,282,,
Russia,Udmurt Republic,2021-10-14,57256,2320,,
Russia,Ulyanovsk Oblast,2021-10-14,87878,2772,,
Russia,Vladimir Oblast,2021-10-14,57631,2067,,
Russia,Volgograd Oblast,2021-10-14,97208,3104,,
Russia,Vologda Oblast,2021-10-14,72616,2030,,
Russia,Voronezh Oblast,2021-10-14,141909,4609,,
Russia,Yamalo-Nenets Autonomous Okrug,2021-10-14,51972,711,,
Russia,Yaroslavl Oblast,2021-10-14,64577,1276,,
Russia,Zabaykalsky Krai,2021-10-14,71781,1238,,
Russia,Adygea Republic,2021-10-15,20438,487,,
Russia,Altai Krai,2021-10-15,82018,4530,,
Russia,Altai Republic,2021-10-15,22107,380,,
Russia,Amur Oblast,2021-10-15,37395,466,,
Russia,Arkhangelsk Oblast,2021-10-15,94135,1221,,
Russia,Astrakhan Oblast,2021-10-15,62346,1797,,
Russia,Bashkortostan Republic,2021-10-15,75488,2053,,
Russia,Belgorod Oblast,2021-10-15,57327,1233,,
Russia,Bryansk Oblast,2021-10-15,69677,1627,,
Russia,Buryatia Republic,2021-10-15,60503,1907,,
Russia,Chechen Republic,2021-10-15,23678,658,,
Russia,Chelyabinsk Oblast,2021-10-15,101990,3788,,
Russia,Chukotka Autonomous Okrug,2021-10-15,2093,18,,
Russia,Chuvashia Republic,2021-10-15,35460,2501,,
Russia,Dagestan Republic,2021-10-15,53653,2630,,
Russia,Ingushetia Republic,2021-10-15,22497,348,,
Russia,Irkutsk Oblast,2021-10-15,114873,4999,,
Russia,Ivanovo Oblast,2021-10-15,51859,1705,,
Russia,Jewish Autonomous Okrug,2021-10-15,8579,275,,
Russia,Kabardino-Balkarian Republic,2021-10-15,33227,845,,
